,market,time_kst,open,high,low,close,volume_krw,volume_market
48,KRW-BTC,2021-04-03T00:00:00,74100000.0,74200000.0,73795000.0,74105000.0,28222086802.34802,381.10798293
49,KRW-BTC,2021-04-03T01:00:00,74104000.0,74200000.0,73897000.0,74054000.0,24500243404.59245,330.72994636
50,KRW-BTC,2021-04-03T02:00:00,74048000.0,74100000.0,73579000.0,73756000.0,13404558272.97569,181.5771912
51,KRW-BTC,2021-04-03T03:00:00,73755000.0,73900000.0,73660000.0,73791000.0,9094988975.65192,123.19002394
52,KRW-BTC,2021-04-03T04:00:00,73790000.0,73791000.0,73418000.0,73498000.0,9038665881.59646,122.86669062
53,KRW-BTC,2021-04-03T05:00:00,73498000.0,73500000.0,73185000.0,73187000.0,11238498537.44434,153.24124004
54,KRW-BTC,2021-04-03T06:00:00,73188000.0,73620000.0,73100000.0,73342000.0,9810344365.53397,133.71192855
55,KRW-BTC,2021-04-03T07:00:00,73342000.0,73818000.0,73200000.0,73657000.0,16119818556.51825,219.43097887
56,KRW-BTC,2021-04-03T08:00:00,73656000.0,74061000.0,73653000.0,73855000.0,24731601092.4521,334.81070873
57,KRW-BTC,2021-04-03T09:00:00,73934000.0,74880000.0,73530000.0,74870000.0,47118256518.50668,634.94817243
58,KRW-BTC,2021-04-03T10:00:00,74877000.0,74950000.0,73640000.0,74566000.0,50144299131.61259,673.33885221
59,KRW-BTC,2021-04-03T11:00:00,74570000.0,74950000.0,74344000.0,74904000.0,29094410353.78037,389.40517467
60,KRW-BTC,2021-04-03T12:00:00,74933000.0,74940000.0,74550000.0,74782000.0,17745740783.28648,237.45006013
61,KRW-BTC,2021-04-03T13:00:00,74796000.0,74960000.0,74630000.0,74921000.0,19343328895.94624,258.55271286
62,KRW-BTC,2021-04-03T14:00:00,74930000.0,75453000.0,74830000.0,75280000.0,30767648625.18441,409.39309292
63,KRW-BTC,2021-04-03T15:00:00,75280000.0,75453000.0,74910000.0,75022000.0,26740399891.65073,355.3330201
64,KRW-BTC,2021-04-03T16:00:00,75022000.0,75055000.0,74587000.0,74587000.0,24499769881.34104,327.53197358
65,KRW-BTC,2021-04-03T17:00:00,74588000.0,75160000.0,74196000.0,74243000.0,35333806207.34781,473.05466696
66,KRW-BTC,2021-04-03T18:00:00,74243000.0,74800000.0,74000000.0,74761000.0,26714435721.15387,359.59076648
67,KRW-BTC,2021-04-03T19:00:00,74800000.0,75101000.0,74571000.0,74865000.0,24051890337.96847,321.10764973
68,KRW-BTC,2021-04-03T20:00:00,74863000.0,75150000.0,74794000.0,74990000.0,17465129107.49217,232.98168633
69,KRW-BTC,2021-04-03T21:00:00,74990000.0,75136000.0,74780000.0,74952000.0,16248317644.80081,216.78994493
70,KRW-BTC,2021-04-03T22:00:00,74998000.0,75398000.0,74909000.0,75394000.0,25442642089.7633,338.325557
71,KRW-BTC,2021-04-03T23:00:00,75394000.0,75703000.0,75393000.0,75451000.0,32068828473.50465,424.55653403
72,KRW-BTC,2021-04-04T00:00:00,75451000.0,75452000.0,74800000.0,74868000.0,22408719608.83051,298.30939669
73,KRW-BTC,2021-04-04T01:00:00,74868000.0,75349000.0,74780000.0,75088000.0,16499243001.43159,219.65619608
74,KRW-BTC,2021-04-04T02:00:00,75088000.0,75250000.0,74748000.0,74753000.0,16897558943.80763,225.14123886
75,KRW-BTC,2021-04-04T03:00:00,74750000.0,75216000.0,74520000.0,74815000.0,18338919714.01861,245.01686724
76,KRW-BTC,2021-04-04T04:00:00,74815000.0,75100000.0,74670000.0,74966000.0,5138274750.61026,68.62160635
77,KRW-BTC,2021-04-04T05:00:00,74966000.0,74967000.0,74515000.0,74722000.0,8334902980.76926,111.54434443
78,KRW-BTC,2021-04-04T06:00:00,74769000.0,74875000.0,72500000.0,73300000.0,47426540408.55652,645.43210268
79,KRW-BTC,2021-04-04T07:00:00,73300000.0,74250000.0,71783000.0,73045000.0,84342852507.98186,1159.56193503
80,KRW-BTC,2021-04-04T08:00:00,73061000.0,73479000.0,71980000.0,72187000.0,47105832273.64778,648.67455761
81,KRW-BTC,2021-04-04T09:00:00,72187000.0,73308000.0,71570000.0,73044000.0,59753786378.29229,822.85271592
82,KRW-BTC,2021-04-04T10:00:00,72950000.0,73672000.0,72690000.0,73298000.0,29277026096.53358,399.8668225
83,KRW-BTC,2021-04-04T11:00:00,73300000.0,74240000.0,73298000.0,73999000.0,29026727360.68872,392.87443272
84,KRW-BTC,2021-04-04T12:00:00,74000000.0,74049000.0,73457000.0,73629000.0,24732869220.45915,335.36968701
85,KRW-BTC,2021-04-04T13:00:00,73624000.0,73837000.0,73311000.0,73398000.0,15596081114.20112,212.1969262
86,KRW-BTC,2021-04-04T14:00:00,73398000.0,73500000.0,72425000.0,72698000.0,28114725795.2947,385.52308587
87,KRW-BTC,2021-04-04T15:00:00,72697000.0,73130000.0,72211000.0,73124000.0,24760064561.02732,341.25948132
88,KRW-BTC,2021-04-04T16:00:00,73124000.0,73500000.0,72675000.0,73095000.0,22158973700.48396,303.25317347
89,KRW-BTC,2021-04-04T17:00:00,73095000.0,73300000.0,72847000.0,72880000.0,16128912609.18033,220.54367315
90,KRW-BTC,2021-04-04T18:00:00,72901000.0,73243000.0,72873000.0,73178000.0,12603734067.336,172.38316201
91,KRW-BTC,2021-04-04T19:00:00,73178000.0,73603000.0,73000000.0,73582000.0,16731182746.89282,228.12563927
92,KRW-BTC,2021-04-04T20:00:00,73582000.0,73789000.0,72583000.0,72806000.0,24052274527.00021,328.38136094
93,KRW-BTC,2021-04-04T21:00:00,72806000.0,73471000.0,72550000.0,73009000.0,26946211835.20707,368.79054386
94,KRW-BTC,2021-04-04T22:00:00,73004000.0,73500000.0,72988000.0,73485000.0,22782092703.6021,311.1398742
95,KRW-BTC,2021-04-04T23:00:00,73488000.0,73809000.0,73200000.0,73303000.0,22106452389.17019,300.86424767
96,KRW-BTC,2021-04-05T00:00:00,73303000.0,73640000.0,73100000.0,73211000.0,20475704721.0488,279.12596036
97,KRW-BTC,2021-04-05T01:00:00,73211000.0,73525000.0,73117000.0,73340000.0,14012209212.75671,191.01758828
98,KRW-BTC,2021-04-05T02:00:00,73340000.0,73665000.0,73333000.0,73413000.0,8667088430.37739,117.92087951
99,KRW-BTC,2021-04-05T03:00:00,73460000.0,73546000.0,73019000.0,73090000.0,5765927686.7838,78.66084964
100,KRW-BTC,2021-04-05T04:00:00,73090000.0,73260000.0,72821000.0,73224000.0,5980875676.11792,81.91415571
101,KRW-BTC,2021-04-05T05:00:00,73146000.0,73808000.0,73053000.0,73551000.0,7886507093.35061,107.43434973
102,KRW-BTC,2021-04-05T06:00:00,73590000.0,73808000.0,73400000.0,73698000.0,9362518154.5735,127.02961595
103,KRW-BTC,2021-04-05T07:00:00,73698000.0,74100000.0,73675000.0,73950000.0,15851262960.33144,214.42122845
104,KRW-BTC,2021-04-05T08:00:00,73950000.0,74100000.0,73837000.0,73974000.0,19418801367.48198,262.48867421
105,KRW-BTC,2021-04-05T09:00:00,73908000.0,75500000.0,73890000.0,74783000.0,65679682844.65743,877.00579007
106,KRW-BTC,2021-04-05T10:00:00,74783000.0,75285000.0,74375000.0,75054000.0,35561701281.84598,474.72967034
107,KRW-BTC,2021-04-05T11:00:00,75057000.0,75501000.0,74871000.0,75170000.0,48390849754.83896,642.95179361
108,KRW-BTC,2021-04-05T12:00:00,75170000.0,75400000.0,75085000.0,75130000.0,24956869206.67879,331.56221971
109,KRW-BTC,2021-04-05T13:00:00,75130000.0,75666000.0,75001000.0,75470000.0,42400857214.35482,561.81178379
110,KRW-BTC,2021-04-05T14:00:00,75470000.0,75492000.0,74368000.0,74945000.0,45938904127.75057,613.42553168
111,KRW-BTC,2021-04-05T15:00:00,74990000.0,76000000.0,74260000.0,75313000.0,155796230667.63992,2074.11981118
112,KRW-BTC,2021-04-05T16:00:00,75320000.0,75346000.0,74751000.0,75014000.0,51710799751.28881,689.48069182
113,KRW-BTC,2021-04-05T17:00:00,75014000.0,75019000.0,74578000.0,74919000.0,26810672748.92046,358.22909314
114,KRW-BTC,2021-04-05T18:00:00,74919000.0,75300000.0,74829000.0,75238000.0,28896768627.7206,384.72892251
115,KRW-BTC,2021-04-05T19:00:00,75238000.0,75482000.0,75011000.0,75462000.0,24002872345.50765,319.253826
116,KRW-BTC,2021-04-05T20:00:00,75450000.0,75569000.0,75229000.0,75471000.0,27273839681.0405,361.46715359
117,KRW-BTC,2021-04-05T21:00:00,75471000.0,75949000.0,75447000.0,75705000.0,39395835982.52782,520.62985477
118,KRW-BTC,2021-04-05T22:00:00,75705000.0,75980000.0,75510000.0,75978000.0,43250553972.42456,571.06651489
119,KRW-BTC,2021-04-05T23:00:00,75979000.0,77014000.0,75977000.0,77000000.0,69924296150.63573,913.16503248
120,KRW-BTC,2021-04-06T00:00:00,77000000.0,77770000.0,76789000.0,77686000.0,58514604684.30239,757.68990973
121,KRW-BTC,2021-04-06T01:00:00,77686000.0,77800000.0,76889000.0,77630000.0,38066573431.45933,492.52364476
122,KRW-BTC,2021-04-06T02:00:00,77594000.0,77645000.0,77319000.0,77522000.0,14874122869.11644,191.84051965
123,KRW-BTC,2021-04-06T03:00:00,77522000.0,77550000.0,77064000.0,77274000.0,10414581383.92447,134.63844251
124,KRW-BTC,2021-04-06T04:00:00,77275000.0,78000000.0,77226000.0,77992000.0,11944248866.5995,153.6006265
125,KRW-BTC,2021-04-06T05:00:00,77992000.0,78305000.0,77764000.0,77818000.0,20067096413.71414,256.91476775
126,KRW-BTC,2021-04-06T06:00:00,77818000.0,78235000.0,77050000.0,77968000.0,39328340340.64857,506.23569114
127,KRW-BTC,2021-04-06T07:00:00,77967000.0,78400000.0,77251000.0,77421000.0,46339114446.50858,595.83985899
128,KRW-BTC,2021-04-06T08:00:00,77421000.0,78780000.0,76772000.0,78770000.0,49932815998.34622,642.77052694
129,KRW-BTC,2021-04-06T09:00:00,78770000.0,79500000.0,77778000.0,77782000.0,86933605665.33852,1103.88926239
130,KRW-BTC,2021-04-06T10:00:00,77801000.0,78540000.0,76210000.0,77301000.0,95827058257.33952,1243.14291503
131,KRW-BTC,2021-04-06T11:00:00,77301000.0,78750000.0,77300000.0,77776000.0,41308763812.91435,529.86321955
132,KRW-BTC,2021-04-06T12:00:00,77776000.0,78500000.0,77757000.0,77985000.0,21542377348.45732,275.83661894
133,KRW-BTC,2021-04-06T13:00:00,77980000.0,78527000.0,77900000.0,78368000.0,24102956318.89758,307.65049555
134,KRW-BTC,2021-04-06T14:00:00,78449000.0,78527000.0,78030000.0,78150000.0,19925922720.03589,254.6269514
135,KRW-BTC,2021-04-06T15:00:00,78149000.0,78401000.0,77660000.0,78056000.0,30628308326.25588,392.22968473
136,KRW-BTC,2021-04-06T16:00:00,78048000.0,78198000.0,77600000.0,77730000.0,29187909837.06241,374.5096007
137,KRW-BTC,2021-04-06T17:00:00,77720000.0,78350000.0,77669000.0,78226000.0,36508107045.2362,467.70538407
138,KRW-BTC,2021-04-06T18:00:00,78227000.0,78600000.0,78126000.0,78374000.0,33453139799.40703,426.81690321
139,KRW-BTC,2021-04-06T19:00:00,78374000.0,78967000.0,78187000.0,78363000.0,42615251166.55026,543.07345563
140,KRW-BTC,2021-04-06T20:00:00,78346000.0,78749000.0,77141000.0,78198000.0,56790334933.42017,729.62111383
141,KRW-BTC,2021-04-06T21:00:00,78197000.0,79200000.0,78097000.0,78526000.0,58584742019.04448,744.75979003
142,KRW-BTC,2021-04-06T22:00:00,78540000.0,79000000.0,78480000.0,78640000.0,35463333806.04215,450.75748796
143,KRW-BTC,2021-04-06T23:00:00,78650000.0,78707000.0,77902000.0,78000000.0,48690837544.79105,622.63910287
144,KRW-BTC,2021-04-07T00:00:00,78000000.0,78125000.0,77423000.0,77436000.0,35938802675.3338,462.57485657
145,KRW-BTC,2021-04-07T01:00:00,77436000.0,77699000.0,77000000.0,77007000.0,22074924430.86765,285.24057906
146,KRW-BTC,2021-04-07T02:00:00,77008000.0,77450000.0,76700000.0,77422000.0,15405979696.68208,199.95691932
147,KRW-BTC,2021-04-07T03:00:00,77422000.0,77606000.0,76679000.0,76883000.0,14666632989.34334,190.4669198
148,KRW-BTC,2021-04-07T04:00:00,76883000.0,77018000.0,76580000.0,76740000.0,17375316099.53626,226.28087462
149,KRW-BTC,2021-04-07T05:00:00,76740000.0,77700000.0,76610000.0,77550000.0,14053687648.73887,182.00977068
150,KRW-BTC,2021-04-07T06:00:00,77550000.0,77850000.0,77186000.0,77501000.0,17808931456.76653,229.52880038
151,KRW-BTC,2021-04-07T07:00:00,77502000.0,78070000.0,77395000.0,77979000.0,19162527814.41002,246.30989707
152,KRW-BTC,2021-04-07T08:00:00,77979000.0,78504000.0,77887000.0,77944000.0,26224658436.43658,335.18145359
153,KRW-BTC,2021-04-07T09:00:00,77919000.0,78950000.0,77887000.0,78803000.0,53739783097.51326,684.35342004
154,KRW-BTC,2021-04-07T10:00:00,78803000.0,79000000.0,78300000.0,78738000.0,43547022676.34148,553.06893326
155,KRW-BTC,2021-04-07T11:00:00,78749000.0,79422000.0,78600000.0,79227000.0,47686199191.04769,602.7803418
156,KRW-BTC,2021-04-07T12:00:00,79236000.0,79409000.0,78800000.0,78809000.0,47866221414.57853,604.88072303
157,KRW-BTC,2021-04-07T13:00:00,78800000.0,79095000.0,77919000.0,78592000.0,67077594304.87367,854.65270115
158,KRW-BTC,2021-04-07T14:00:00,78592000.0,79235000.0,78441000.0,78769000.0,46050312794.85886,583.85473012
159,KRW-BTC,2021-04-07T15:00:00,78769000.0,79181000.0,75600000.0,75616000.0,95429661567.09453,1229.53620392
160,KRW-BTC,2021-04-07T16:00:00,75600000.0,77500000.0,70412000.0,74390000.0,206364269160.56686,2804.43196508
161,KRW-BTC,2021-04-07T17:00:00,74390000.0,76497000.0,72618000.0,73848000.0,108185124628.20284,1459.09360066
162,KRW-BTC,2021-04-07T18:00:00,73849000.0,74162000.0,71450000.0,72071000.0,76318703964.90343,1051.2396459
163,KRW-BTC,2021-04-07T19:00:00,72061000.0,73400000.0,71803000.0,72816000.0,48043326734.0113,660.37209663
164,KRW-BTC,2021-04-07T20:00:00,72816000.0,73560000.0,70500000.0,70813000.0,83029988227.79854,1156.40094184
165,KRW-BTC,2021-04-07T21:00:00,70813000.0,71690000.0,68500000.0,71606000.0,155045646079.38998,2219.21785937
166,KRW-BTC,2021-04-07T22:00:00,71607000.0,72238000.0,70300000.0,71550000.0,79017985120.5946,1106.33774317
167,KRW-BTC,2021-04-07T23:00:00,71549000.0,73200000.0,71240000.0,72255000.0,57681389620.38328,797.26394058
168,KRW-BTC,2021-04-08T00:00:00,72255000.0,73401000.0,71950000.0,72082000.0,30618304919.66567,422.39310708
169,KRW-BTC,2021-04-08T01:00:00,72216000.0,72400000.0,71486000.0,71710000.0,20323666012.16026,282.56705992
170,KRW-BTC,2021-04-08T02:00:00,71701000.0,72826000.0,71660000.0,72652000.0,20390733607.28152,281.56461342
171,KRW-BTC,2021-04-08T03:00:00,72714000.0,72964000.0,72035000.0,72413000.0,11598194504.5042,159.64233791
172,KRW-BTC,2021-04-08T04:00:00,72413000.0,72523000.0,71839000.0,72398000.0,11834167724.14713,163.92964956
173,KRW-BTC,2021-04-08T05:00:00,72341000.0,72608000.0,71640000.0,71659000.0,10074137026.57752,139.77175984
174,KRW-BTC,2021-04-08T06:00:00,71661000.0,72853000.0,71228000.0,72849000.0,19547064853.16456,272.01155802
175,KRW-BTC,2021-04-08T07:00:00,72849000.0,74425000.0,72555000.0,74044000.0,44443672280.9045,603.59256666
176,KRW-BTC,2021-04-08T08:00:00,74044000.0,74044000.0,72404000.0,72850000.0,32292832757.81768,441.0790745
177,KRW-BTC,2021-04-08T09:00:00,72850000.0,73894000.0,71320000.0,73234000.0,59148696949.69937,813.8996956
178,KRW-BTC,2021-04-08T10:00:00,73234000.0,73250000.0,72200000.0,72934000.0,28677031860.73315,393.87718843
179,KRW-BTC,2021-04-08T11:00:00,72933000.0,73000000.0,71610000.0,71613000.0,31980940962.91309,442.20611157
180,KRW-BTC,2021-04-08T12:00:00,71620000.0,71710000.0,70432000.0,71159000.0,54403865937.07896,765.27688459
181,KRW-BTC,2021-04-08T13:00:00,71159000.0,71977000.0,70790000.0,71680000.0,26465156699.96817,370.84208401
182,KRW-BTC,2021-04-08T14:00:00,71642000.0,71682000.0,70871000.0,71179000.0,22218802648.55887,311.18681047
183,KRW-BTC,2021-04-08T15:00:00,71179000.0,71776000.0,71021000.0,71571000.0,21315141204.6807,298.59617653
184,KRW-BTC,2021-04-08T16:00:00,71591000.0,72788000.0,71429000.0,72200000.0,33250770743.08597,461.23911598
185,KRW-BTC,2021-04-08T17:00:00,72200000.0,72850000.0,72186000.0,72499000.0,28956647254.04698,399.44835263
186,KRW-BTC,2021-04-08T18:00:00,72499000.0,72499000.0,71500000.0,72310000.0,27131488746.67509,376.62529427
187,KRW-BTC,2021-04-08T19:00:00,72310000.0,72499000.0,71917000.0,72447000.0,17981447561.94339,248.92507121
188,KRW-BTC,2021-04-08T20:00:00,72455000.0,72600000.0,72209000.0,72494000.0,17730471843.0354,245.03249437
189,KRW-BTC,2021-04-08T21:00:00,72509000.0,73894000.0,72420000.0,73500000.0,47623369926.57243,650.57752461
190,KRW-BTC,2021-04-08T22:00:00,73499000.0,74603000.0,73499000.0,74111000.0,54609323010.42152,738.16825232
191,KRW-BTC,2021-04-08T23:00:00,74111000.0,74866000.0,73831000.0,74526000.0,44158943961.07924,593.17650777
192,KRW-BTC,2021-04-09T00:00:00,74537000.0,74700000.0,73811000.0,74025000.0,30533731086.9065,410.73552461
193,KRW-BTC,2021-04-09T01:00:00,74025000.0,74457000.0,74002000.0,74429000.0,17446950507.20783,235.11163958
194,KRW-BTC,2021-04-09T02:00:00,74425000.0,74496000.0,74230000.0,74350000.0,8509037527.40891,114.3385309
195,KRW-BTC,2021-04-09T03:00:00,74348000.0,74805000.0,74300000.0,74667000.0,7789922464.14881,104.47565491
196,KRW-BTC,2021-04-09T04:00:00,74667000.0,74802000.0,74076000.0,74115000.0,6352008371.96047,85.23690676
197,KRW-BTC,2021-04-09T05:00:00,74115000.0,74500000.0,74031000.0,74450000.0,10719502981.19313,144.32125988
198,KRW-BTC,2021-04-09T06:00:00,74399000.0,75000000.0,74360000.0,74782000.0,15399159367.99158,206.05823161
199,KRW-BTC,2021-04-09T07:00:00,74801000.0,75263000.0,74529000.0,74719000.0,26301354818.59808,351.36438906
200,KRW-BTC,2021-04-09T08:00:00,74722000.0,75325000.0,74704000.0,75316000.0,25493847492.56693,340.06783476
201,KRW-BTC,2021-04-09T09:00:00,75315000.0,76000000.0,74530000.0,75997000.0,53336430649.62997,708.13693394
202,KRW-BTC,2021-04-09T10:00:00,75998000.0,76350000.0,73890000.0,74166000.0,68212192391.86111,910.07316252
203,KRW-BTC,2021-04-09T11:00:00,74176000.0,74729000.0,74118000.0,74252000.0,23799511423.291,319.53057953
204,KRW-BTC,2021-04-09T12:00:00,74252000.0,74950000.0,74250000.0,74743000.0,28995900763.95701,388.00713439
205,KRW-BTC,2021-04-09T13:00:00,74743000.0,74915000.0,74376000.0,74678000.0,25977687206.6408,347.90009497
206,KRW-BTC,2021-04-09T14:00:00,74678000.0,74989000.0,74652000.0,74987000.0,24316457700.38926,324.87575616
207,KRW-BTC,2021-04-09T15:00:00,74987000.0,75422000.0,74815000.0,75173000.0,33442523666.05429,445.20581453
208,KRW-BTC,2021-04-09T16:00:00,75168000.0,75275000.0,74871000.0,75000000.0,28456043023.69322,379.01193229
209,KRW-BTC,2021-04-09T17:00:00,75001000.0,75033000.0,73369000.0,73680000.0,61940048819.58517,836.56596652
210,KRW-BTC,2021-04-09T18:00:00,73675000.0,74582000.0,73670000.0,74513000.0,28671441513.34165,386.28716941
211,KRW-BTC,2021-04-09T19:00:00,74513000.0,75498000.0,74501000.0,75371000.0,40859596183.05593,544.21147496
212,KRW-BTC,2021-04-09T20:00:00,75371000.0,76022000.0,75138000.0,75633000.0,41542883367.96457,549.08759483
213,KRW-BTC,2021-04-09T21:00:00,75633000.0,76070000.0,75530000.0,75829000.0,31508941011.05299,415.51527369
214,KRW-BTC,2021-04-09T22:00:00,75800000.0,76435000.0,75755000.0,75800000.0,35702771782.43281,469.50430906
215,KRW-BTC,2021-04-09T23:00:00,75786000.0,76128000.0,75490000.0,76036000.0,34198728642.69465,451.38118239
216,KRW-BTC,2021-04-10T00:00:00,76020000.0,76299000.0,75774000.0,76188000.0,21874991351.45115,287.8238429
217,KRW-BTC,2021-04-10T01:00:00,76188000.0,76424000.0,75826000.0,75910000.0,24885336360.71185,326.63880369
218,KRW-BTC,2021-04-10T02:00:00,75910000.0,76110000.0,75620000.0,76055000.0,10450325992.76195,137.71661025
219,KRW-BTC,2021-04-10T03:00:00,76006000.0,76107000.0,75912000.0,75974000.0,5172152993.08839,68.03372741
220,KRW-BTC,2021-04-10T04:00:00,75974000.0,76092000.0,75800000.0,75894000.0,6239780839.92796,82.17303691
221,KRW-BTC,2021-04-10T05:00:00,75894000.0,76400000.0,75885000.0,76127000.0,8924474132.78733,117.19891696
222,KRW-BTC,2021-04-10T06:00:00,76174000.0,76310000.0,75796000.0,75798000.0,13260742838.52148,174.34014419
223,KRW-BTC,2021-04-10T07:00:00,75798000.0,75920000.0,75350000.0,75814000.0,17033152970.86927,225.06215741
224,KRW-BTC,2021-04-10T08:00:00,75814000.0,76110000.0,75593000.0,76066000.0,19098506568.49238,251.78866333
225,KRW-BTC,2021-04-10T09:00:00,76072000.0,76450000.0,75643000.0,76025000.0,32020721688.56551,421.37628153
226,KRW-BTC,2021-04-10T10:00:00,76025000.0,76500000.0,76001000.0,76425000.0,27111996714.18767,355.08943565
227,KRW-BTC,2021-04-10T11:00:00,76426000.0,76940000.0,76387000.0,76899000.0,28943686281.28372,377.52114389
